information_date,forecast_date,probability_up,probability_down,signal,confidence,actual_direction,actual_return,correct,logistic_regression_probability_up,random_forest_probability_up,gradient_boosting_probability_up,position,trading_cost,strategy_return,strategy_growth,strategy_equity,buy_hold_growth,buy_hold_equity
2026-07-02,2026-07-06,0.4862951481611168,0.5137048518388831,DOWN,0.5137048518388831,UP,0.018198960090917593,False,0.3763444592037252,0.5144919145794985,0.46655184497681723,0.0,0.0,0.0,0.9433429146592544,9433.429146592543,1.007339351954265,10073.393519542651
2026-07-06,2026-07-07,0.5069317332538038,0.4930682667461962,HOLD,0.5069317332538038,UP,0.0015554421697043797,,0.4740564863277168,0.5074013762278119,0.5169508629478166,0.0,0.0,0.0,0.9433429146592544,9433.429146592543,1.0089062100614974,10089.062100614974
2026-07-07,2026-07-08,0.5196938147495792,0.4803061852504208,UP,0.5196938147495792,DOWN,-0.013922527773091553,False,0.47267720517175,0.5248329812079496,0.5250876850254481,1.0,0.001,-0.014922527773091554,0.9292658538157025,9292.658538157024,0.9948596853314716,9948.596853314717
2026-07-08,2026-07-09,0.5044195362852439,0.49558046371475606,HOLD,0.5044195362852439,DOWN,-0.008372012231652626,,0.4246360690546819,0.4821210430099738,0.5756110119126384,0.0,0.0,0.0,0.9292658538157025,9292.658538157024,0.9865307078770985,9865.307078770986
2026-07-09,2026-07-10,0.4747859020841195,0.5252140979158805,DOWN,0.5252140979158805,DOWN,-0.004764752160439367,True,0.40072709662100675,0.477933859020957,0.4931762566981489,0.0,0.0,0.0,0.9292658538157025,9292.658538157024,0.9818301335554013,9818.301335554013
2026-07-10,2026-07-13,0.467135852661561,0.532864147338439,DOWN,0.532864147338439,DOWN,-0.013074592658932294,True,0.4899807101121959,0.4863399927763835,0.42111261994837096,0.0,0.0,0.0,0.9292658538157025,9292.658538157024,0.9689931044988993,9689.931044988993
2026-07-13,2026-07-14,0.4372150775317424,0.5627849224682576,DOWN,0.5627849224682576,UP,0.01985759214228877,False,0.5738008189084057,0.44462470910149643,0.3768672339333465,0.0,0.0,0.0,0.9292658538157025,9292.658538157024,0.9882349743567287,9882.349743567287
2026-07-14,2026-07-15,0.4983224236165955,0.5016775763834045,HOLD,0.5016775763834045,UP,0.03173765222711844,,0.5840838549107392,0.49359146905135004,0.4791971889823718,0.0,0.0,0.0,0.9292658538157025,9292.658538157024,1.019599232291538,10195.99232291538
2026-07-15,2026-07-16,0.5373455447337332,0.4626544552662668,UP,0.5373455447337332,DOWN,-0.044376203431425565,False,0.5027368673013813,0.5164600091011947,0.590652841809594,1.0,0.001,-0.045376203431425566,0.8870992973910838,8870.99297391084,0.9743532893408433,9743.532893408434
2026-07-16,2026-07-17,0.4140342142367188,0.5859657857632812,DOWN,0.5859657857632812,DOWN,-0.021694980045105727,True,0.4024144909742578,0.4474337262378985,0.3511084313218465,0.0,0.0,0.0,0.8870992973910838,8870.99297391084,0.9532147141717106,9532.147141717105
2026-07-17,2026-07-20,0.4313257258217225,0.5686742741782775,DOWN,0.5686742741782775,UP,0.01505320929169951,False,0.35750657544394854,0.4552662919203625,0.40805097708370053,0.0,0.0,0.0,0.8870992973910838,8870.99297391084,0.9675636547640648,9675.636547640648
2026-07-20,2026-07-21,0.5346100200415193,0.46538997995848075,UP,0.5346100200415193,DOWN,-0.013750380613573365,False,0.5430195945944881,0.5107531262267206,0.5795206161534602,1.0,0.001,-0.014750380613573366,0.8740142451125319,8740.142451125319,0.9542592862431988,9542.592862431988
2026-07-21,2026-07-22,0.5160218941317395,0.4839781058682605,UP,0.5160218941317395,DOWN,-0.014575824996564957,False,0.5976170341637383,0.49393613410097464,0.5329950341826029,1.0,0.001,-0.015575824996564958,0.8604007521861543,8604.007521861544,0.940350169885571,9403.501698855709
2026-07-22,2026-07-23,0.45834976758472296,0.541650232415277,DOWN,0.541650232415277,DOWN,-0.0713262420932762,True,0.5558354878304693,0.4582632333778184,0.42602759591661676,0.0,0.0,0.0,0.8604007521861543,8604.007521861544,0.8732785260158593,8732.785260158593
